ImageName,Label
MEN_Denim_id_0000008001_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008001_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008001_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008001_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008901_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008901_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008901_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008901_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008902_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008902_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008902_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008902_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008903_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008903_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008903_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008903_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008904_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008904_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008904_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008904_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008905_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008905_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008905_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008905_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008908_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008908_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008908_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008915_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008915_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008915_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008917_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008917_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008917_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008918_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008918_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008918_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008918_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008926_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008926_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008926_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008926_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008927_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008927_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008927_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008927_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008928_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008928_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008928_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008928_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008929_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008929_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008929_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008929_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008944_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008944_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008944_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008944_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008945_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008945_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008945_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008945_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000008946_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000008946_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000008946_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000008946_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000018201_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000018201_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000018201_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000026501_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000026501_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000026501_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000031301_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000031301_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000031301_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000031301_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000035301_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000035301_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000035301_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000035301_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000035302_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000035302_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000035302_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000035302_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000051601_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000051601_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000051601_3_back.jpg,MEN_Denim_back
MEN_Denim_id_0000051601_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000056501_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000056501_7_additional.jpg,MEN_Denim_additional
MEN_Denim_id_0000075001_1_front.jpg,MEN_Denim_front
MEN_Denim_id_0000075001_2_side.jpg,MEN_Denim_side
MEN_Denim_id_0000075001_3_back.jpg,MEN_Denim_back
